model,epistemic_label,analysis_role,status,term,coefficient_probability_units,coefficient_percentage_points,standard_error_probability_units,standard_error_percentage_points,t_cluster,p_value_two_sided,rows_raw,rows_identifying,chooser_clusters,outcome_mean,price_mean,elasticity_estimate,elasticity_se,elasticity_ci95_low,elasticity_ci95_high,causal_claim
X_lpm_level_price_chooser_fe_piecewise_reference,X,exploratory_main_or_sensitivity,ESTIMATED,draw_nonnegative,0.004394773075717502,0.4394773075717502,7.457004125518975e-05,0.007457004125518975,58.934834978539655,0.0,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_no_reference,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.006674679613568723,0.6674679613568723,0.00015332459944033283,0.015332459944033284,43.532998866018325,0.0,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,0.2374114088557764,0.00545359646796809,0.2267225561923441,0.24810026151920872,False
X_lpm_log_price_chooser_fe_piecewise_reference,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.006449392781705437,0.6449392781705438,0.00015608638516535702,0.0156086385165357,41.3193807702894,0.0,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,0.22939819065716985,0.005551830312571337,0.21851680319625227,0.24027957811808742,False
X_lpm_log_price_chooser_fe_piecewise_reference,X,exploratory_main_or_sensitivity,ESTIMATED,positive_draw_payoff,7.387377004629786e-05,0.007387377004629786,1.0743797549069163e-05,0.0010743797549069164,6.87594583841523,6.157989513115715e-12,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_piecewise_reference,X,exploratory_main_or_sensitivity,ESTIMATED,negative_draw_payoff,9.398655214685927e-06,0.0009398655214685927,9.309037010316e-06,0.0009309037010316,1.0096270112870551,0.31267402341359635,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_piecewise_reference,X,exploratory_main_or_sensitivity,ESTIMATED,draw_nonnegative,0.004413142662884281,0.4413142662884281,7.454485123660044e-05,0.007454485123660043,59.20117338321943,0.0,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_cubic_reference,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.006738189409977153,0.6738189409977153,0.00015391550975727236,0.015391550975727235,43.7784952315943,0.0,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,0.2396703862321313,0.0054746145330999115,0.2289403389180159,0.2504004335462467,False
X_lpm_log_price_chooser_fe_cubic_reference,X,exploratory_main_or_sensitivity,ESTIMATED,draw_z,0.0006100902261790911,0.06100902261790911,0.00010477705846456385,0.010477705846456386,5.822746268310508,5.788840752942595e-09,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_cubic_reference,X,exploratory_main_or_sensitivity,ESTIMATED,draw_z2,1.4275453631449864e-06,0.00014275453631449865,2.446946506916397e-06,0.00024469465069163973,0.5833986804002333,0.5596249459561122,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_cubic_reference,X,exploratory_main_or_sensitivity,ESTIMATED,draw_z3,-2.556587861850774e-07,-2.556587861850774e-05,6.521541212321259e-08,6.521541212321259e-06,-3.9202203568392218,8.846803897252645e-05,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_cubic_reference,X,exploratory_main_or_sensitivity,ESTIMATED,draw_nonnegative,0.0043695377964040535,0.4369537796404054,7.528457992565904e-05,0.007528457992565904,58.04027598638159,0.0,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_chooser_fe_draw20_fe,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.006072441376803168,0.6072441376803168,0.00016274782634045546,0.016274782634045547,37.31196608488095,1.0498415678070013e-304,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,0.21599042140243505,0.00578877084394531,0.2046446390335467,0.22733620377132338,False
X_lpm_log_price_chooser_fe_draw50_fe,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.005655806096046256,0.5655806096046256,0.00017097234050004765,0.017097234050004764,33.08024022777345,5.718098523895345e-240,17328130,16444544,1801942,0.028114401265456803,9.977606383043597,0.20117113797459207,0.0060813082550015204,0.18925199281590296,0.21309028313328118,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.004414748461711688,0.4414748461711688,0.0003126081476538782,0.03126081476538782,14.12230773524088,2.767769031818194e-45,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,0.1570280092407992,0.01111914654351786,0.13523488247668117,0.17882113600491725,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_engine_eval_cp,0.03346277612988308,3.3462776129883083,0.00028555402938603146,0.028555402938603147,117.18544543682769,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_chooser_rd,-0.0004939121926939771,-0.04939121926939771,0.00019677391380921061,0.01967739138092106,-2.5100491377778247,0.012071436276185255,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_opponent_rd,0.00027740509007641274,0.027740509007641273,4.693839884803668e-05,0.004693839884803668,5.909981952612257,3.421452143448909e-09,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_chooser_clock,-0.005262236835469231,-0.5262236835469231,0.00010414628643710013,0.010414628643710013,-50.52735930865279,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_opponent_clock,0.011846654668422074,1.1846654668422074,0.00011515460750059459,0.011515460750059459,102.87608047607566,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,log_opponent_clock_missing,0.0078247077926846,0.7824707792684601,0.008275884204983602,0.8275884204983602,0.9454829960009216,0.3444123478536164,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,engine_eval_z2,-0.004018527786786841,-0.4018527786786841,3.706810118981533e-05,0.0037068101189815326,-108.40932386067172,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,tournament,-0.017149742876703126,-1.7149742876703127,0.00033990404146639215,0.033990404146639216,-50.4546600938218,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z,-0.0008366967657392919,-0.0836696765739292,5.336906838859214e-05,0.0053369068388592145,-15.67755988632058,2.1537023368251316e-55,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z2,-0.00024395300836119483,-0.024395300836119484,5.03528981326044e-05,0.00503528981326044,-4.844865288960019,1.266976128264448e-06,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_1,-0.031811293344433444,-3.1811293344433444,0.012352894584225074,1.2352894584225074,-2.575209650461778,0.010017934356554344,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_2,-0.038720493627493635,-3.8720493627493635,0.012357642123406067,1.2357642123406067,-3.1333237555208733,0.0017283868221502343,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_3,-0.04616195270693835,-4.616195270693835,0.012361398694633664,1.2361398694633663,-3.7343632259817165,0.00018819072940307442,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_primary_lpm_log_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_4,-0.054307240189107375,-5.4307240189107375,0.01238448133836658,1.238448133836658,-4.385104123889785,1.1593031137410654e-05,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,price,-5.6308253082227196e-05,-0.00563082530822272,1.2715480150872423e-05,0.0012715480150872424,-4.4283229900967465,9.496861218139836e-06,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,-0.01998340921674029,0.004512635880767972,-0.0288280130183887,-0.01113880541509188,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_engine_eval_cp,0.033478964728939804,3.3478964728939804,0.0002855766268758418,0.02855766268758418,117.23286003898079,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_chooser_rd,0.0027989002919371867,0.2798900291937187,0.0002810856631109611,0.02810856631109611,9.957463717501293,2.3395495612659227e-23,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_opponent_rd,-4.6088626921380325e-05,-0.004608862692138033,4.1701804802213045e-05,0.0041701804802213045,-1.1051950182965338,0.26907509502300925,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_chooser_clock,-0.005260094133422994,-0.5260094133422993,0.00010414688382384462,0.010414688382384463,-50.5064956366816,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_opponent_clock,0.011866294263069097,1.1866294263069097,0.00011517104390952604,0.011517104390952604,103.03192417349975,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,log_opponent_clock_missing,0.007675841279744189,0.7675841279744189,0.008275273801799748,0.8275273801799747,0.9275634212942668,0.35363407934071234,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,engine_eval_z2,-0.00402055828890892,-0.402055828890892,3.7071081961007376e-05,0.0037071081961007374,-108.45538021085761,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,tournament,-0.017582530633396324,-1.7582530633396325,0.00033897888644759825,0.03389788864475982,-51.86910257938545,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z,-0.0008356927039374757,-0.08356927039374756,5.337497411858403e-05,0.0053374974118584025,-15.657013754813331,2.9754385603453103e-55,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z2,-0.0002522145458399999,-0.025221454583999988,5.0351561596277924e-05,0.005035156159627793,-5.009070977028924,5.469340167806582e-07,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_1,-0.03172229268612625,-3.172229268612625,0.012356824740562935,1.2356824740562935,-2.5671880399819518,0.010252699688759971,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_2,-0.03858161394661774,-3.8581613946617743,0.012361577413918532,1.2361577413918532,-3.1210914800547003,0.0018018205183799095,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_3,-0.04586547134765073,-4.586547134765073,0.012365350102605272,1.2365350102605273,-3.70919310549786,0.0002079208094844578,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_level_price_chooser_fe_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_4,-0.05373850400150504,-5.373850400150504,0.012388419533603433,1.2388419533603434,-4.337801432679933,1.4391508375454264e-05,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.008795838562337377,0.8795838562337377,0.0006094083936714285,0.060940839367142854,14.433405666348241,3.18935642358662e-47,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,0.31567925731765145,0.02187143246819866,0.27281203738968207,0.35854647724562083,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_engine_eval_cp,0.033356932250905205,3.3356932250905205,0.00028618821718602133,0.028618821718602132,116.55592455514449,0.0,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_chooser_rd,-0.002704229028589345,-0.2704229028589345,0.000304054933130904,0.0304054933130904,-8.893883091267263,5.900977781575495e-19,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_opponent_rd,0.0005225930738370307,0.05225930738370307,5.489295379638298e-05,0.005489295379638298,9.520221407204826,1.7281048056968787e-21,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_chooser_clock,-0.005181306106679527,-0.5181306106679527,0.00010361971003982202,0.010361971003982203,-50.003094051202254,0.0,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_opponent_clock,0.011692042712065667,1.1692042712065667,0.000114349243085374,0.0114349243085374,102.24853612136549,0.0,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,log_opponent_clock_missing,0.008748192805101234,0.8748192805101234,0.008283988632774774,0.8283988632774775,1.0560363120839982,0.29095162532794133,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,engine_eval_z2,-0.003995319433036303,-0.3995319433036303,3.705715188633715e-05,0.0037057151886337146,-107.81507022695298,0.0,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,tournament,-0.017446820401417172,-1.7446820401417171,0.0003416276598731348,0.03416276598731348,-51.069695023804975,0.0,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z,-0.0008365073470974392,-0.08365073470974392,5.337895151165223e-05,0.005337895151165223,-15.671108618812715,2.3838480241030407e-55,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z2,-0.00025203803565055326,-0.025203803565055326,5.05061298174936e-05,0.00505061298174936,-4.990246462385955,6.030230226645147e-07,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_1,-0.03291222981403319,-3.291222981403319,0.014433804045871485,1.4433804045871486,-2.280218694215064,0.022594721138070668,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_2,-0.039863662693164326,-3.9863662693164326,0.014438380090691288,1.443838009069129,-2.760951190006781,0.005763328908501254,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_3,-0.04737541878197993,-4.737541878197993,0.014441823062218086,1.4441823062218087,-3.2804320187193627,0.0010364823998774745,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_trim_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_4,-0.05619667848065113,-5.619667848065113,0.014465032415116702,1.4465032415116703,-3.8850019044494304,0.00010232908622938709,16981566,16168673,1775307,0.02786321355757178,8.177366967441237,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,log_price,0.003590886113197062,0.3590886113197062,0.0002834191417806604,0.028341914178066037,12.669878578547346,8.684872456083519e-37,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,0.12772408273225652,0.010080923975745048,0.1079658348089099,0.14748233065560315,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_engine_eval_cp,0.03346159604232175,3.3461596042321755,0.0002855547226149058,0.028555472261490578,117.18102833637072,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_chooser_rd,0.0001069761317943748,0.01069761317943748,0.00017326021594281455,0.017326021594281454,0.6174304424835926,0.5369508475880527,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_opponent_rd,0.0001490540401399653,0.01490540401399653,4.351965207404104e-05,0.004351965207404104,3.424982347891386,0.0006148393669435877,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_chooser_clock,-0.005261029824496942,-0.5261029824496941,0.00010414587684674543,0.010414587684674542,-50.51596840687937,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,z_log_opponent_clock,0.011849107001865467,1.1849107001865467,0.0001151578333756285,0.011515783337562849,102.89449405682515,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,log_opponent_clock_missing,0.007818917905864647,0.7818917905864647,0.008275511449954474,0.8275511449954474,0.9448259425594367,0.3447477450589092,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,engine_eval_z2,-0.004018396117744579,-0.4018396117744579,3.7068207578778905e-05,0.0037068207578778906,-108.40546064183211,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,tournament,-0.017187407853492292,-1.7187407853492291,0.0003400631513967575,0.034006315139675745,-50.54181196315343,0.0,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z,-0.0008360356592711695,-0.08360356592711696,5.337052728887631e-05,0.005337052728887631,-15.664744227577067,2.6348750818658923e-55,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,month_trend_z2,-0.0002451193738022375,-0.02451193738022375,5.03530239602044e-05,0.005035302396020441,-4.868016943648969,1.1272366757341312e-06,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_1,-0.03184144185089455,-3.1841441850894547,0.012354165534544864,1.2354165534544863,-2.57738507403508,0.009955097965533502,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_2,-0.03874422241161479,-3.8744222411614793,0.012358913909130933,1.2358913909130933,-3.134921296198207,0.001719002239200858,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_3,-0.046157279029891196,-4.61572790298912,0.012362674615624656,1.2362674615624656,-3.7335997642091936,0.00018876237453063316,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_lpm_log_price_winsor_p01_p99_draw50_fe_adjusted,X,exploratory_main_or_sensitivity,ESTIMATED,speed_4,-0.05421007813643586,-5.421007813643586,0.012385752482629353,1.2385752482629353,-4.376809419731572,1.2042918613577837e-05,17328130,16444550,1801945,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,intercept,0.04961712124384121,4.961712124384121,0.011777748236200378,1.1777748236200378,4.212785011937749,2.5224112593207575e-05,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,log_price,0.017223673690365482,1.7223673690365482,0.00026713669565715104,0.026713669565715102,64.47513190951015,0.0,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,0.6126281519474369,0.009501774309004144,0.5940050165125609,0.631251287382313,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,positive_draw_payoff,4.6297125996058903e-05,0.00462971259960589,1.3429236855810447e-05,0.0013429236855810446,3.447487485190006,0.0005658266204965465,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
X_pooled_lpm_log_price_piecewise_reference_controls,X,exploratory_between_within_comparison,ESTIMATED,negative_draw_payoff,-1.1051099024760383e-05,-0.0011051099024760383,8.833458202713845e-06,0.0008833458202713846,-1.2510501290836726,0.21091618883583568,17328130,17328130,2685525,0.028114401265456803,9.977606383043597,,,,,False
