analysis,epistemic_label,sample_definition,arm,horizon_days_each_side,minimum_fair_opportunities_each_side,mean,standard_error,t_value,p_value_two_sided,rows,clusters,weight_sum,mean_change_percentage_points,standard_error_percentage_points,weighted_pre_kind_rate,weighted_post_kind_rate,causal_claim,model,outcome_mean,exposure_means,numeric_controls,fixed_effects,matrix_rank,smallest_singular_value,absorption_iterations,absorption_last_adjustment,cluster_correction,sample_specification_sha256,term,coefficient,t_cluster,effect_percentage_points
,X,common_90d_endpoint_cohort,mercy_minus_claim_adjusted,14,1,,0.0036401747986135103,,0.002339564030455983,107022,99363,,,0.364017479861351,,,False,C10_decay_mercy_minus_claim,-0.0006263827184991284,"{""mercy_minus_claim"":0.4987779678697959}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,2.0190090578494835,8,2.567165447079632e-11,1.0002530686647206,e8a0ef7f75369b85f667fbd6a864c9138f868d1a7998bdaaa1dd91e4b6dd3bd8,mercy_minus_claim,0.011078343031199752,3.043354685994566,1.107834303119975
C10_decay_clock,X,common_90d_endpoint_cohort,claimed_against,14,4,-0.006048469505199638,0.0028611329948568832,-2.1140120071566924,0.03451424179831073,1376,1373,43.69750068098379,-0.6048469505199638,0.2861132994856883,0.028690574214146523,0.022642104708946887,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,mercy_received,14,4,0.015398550724637684,0.016754934122579612,0.9190457337511097,0.3580716515131507,46,46,46.0,1.5398550724637683,1.6754934122579612,0.03623188405797101,0.051630434782608696,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,pooled,14,4,0.004950308867469912,0.00865268005695276,0.5721127829627942,0.5672455695355012,1422,1419,89.69750068098378,0.49503088674699125,0.865268005695276,0.0325580203545881,0.03750832922205802,False,,,,,,,,,,,,,,,
,X,common_90d_endpoint_cohort,mercy_minus_claim_adjusted,14,4,,0.0075832505980594125,,0.0013830158008084814,1422,1419,,,0.7583250598059412,,,False,C10_decay_mercy_minus_claim,0.004950308867469912,"{""mercy_minus_claim"":0.5128348019818593}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,0.06289055653888029,29,5.958452745742246e-10,1.0193563553088556,8e1b686fa5ba569bd9ef50d3cff2f1dca11cdfb27c88a1e49f1ee9905c0a29cb,mercy_minus_claim,0.024252542640336845,3.1981723835611047,2.4252542640336845
C10_decay_clock,X,horizon_specific_14d_endpoint_cohort,claimed_against,14,1,-0.004305694928484684,0.00047707497719175673,-9.025195481493554,1.7937482970571793e-19,153067,139211,4685.224229611037,-0.43056949284846835,0.04770749771917567,0.032010952711161174,0.027705257782676497,False,,,,,,,,,,,,,,,
C10_decay_clock,X,horizon_specific_14d_endpoint_cohort,mercy_received,14,1,0.0025574111491284087,0.00287572637477186,0.8893096268003925,0.3738366991587697,4612,4527,4612.0,0.25574111491284085,0.28757263747718603,0.03410667823070252,0.03666408937983092,False,,,,,,,,,,,,,,,
C10_decay_clock,X,horizon_specific_14d_endpoint_cohort,pooled,14,1,-0.0009011685399374414,0.0014468076042080966,-0.6228668810672251,0.5333720034475484,157679,143360,9297.224229611038,-0.09011685399374414,0.14468076042080966,0.03305056258367998,0.032149394043742535,False,,,,,,,,,,,,,,,
,X,horizon_specific_14d_endpoint_cohort,mercy_minus_claim_adjusted,14,1,,0.002873989651520126,,0.0023671938880722543,157679,143360,,,0.2873989651520126,,,False,C10_decay_mercy_minus_claim,-0.0009011685399374414,"{""mercy_minus_claim"":0.49606203809854216}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,2.4660819346899268,8,2.606920380931287e-11,1.0001718968494793,928e32253f2c65a815cff66a9c71300b77f2ccd8da1a90d19f3c74ad1dcea877,mercy_minus_claim,0.008736411918859174,3.0398202423026346,0.8736411918859174
C10_decay_clock,X,horizon_specific_14d_endpoint_cohort,claimed_against,14,4,-0.005458342313232399,0.0023192096546603225,-2.3535355254597894,0.018595830856078428,1913,1909,60.15865208404949,-0.5458342313232399,0.23192096546603225,0.02537809825786493,0.019919755944632533,False,,,,,,,,,,,,,,,
C10_decay_clock,X,horizon_specific_14d_endpoint_cohort,mercy_received,14,4,0.008816425120772948,0.011276674010001922,0.7818284995161836,0.43431536970302176,69,69,69.0,0.8816425120772948,1.1276674010001921,0.03285024154589372,0.041666666666666664,False,,,,,,,,,,,,,,,
C10_decay_clock,X,horizon_specific_14d_endpoint_cohort,pooled,14,4,0.002167619533329848,0.006094497963698641,0.3556682677131225,0.7220890117867618,1982,1978,129.15865208404952,0.2167619533329848,0.6094497963698641,0.029369916680826447,0.031537536214156295,False,,,,,,,,,,,,,,,
,X,horizon_specific_14d_endpoint_cohort,mercy_minus_claim_adjusted,14,4,,0.005376144950568694,,0.04744839329608182,1982,1978,,,0.5376144950568694,,,False,C10_decay_mercy_minus_claim,0.002167619533329848,"{""mercy_minus_claim"":0.5342266962889834}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,0.08688756844362261,28,7.12627978740413e-10,1.0138117766074561,56d2670617123bf479587972f1fd158d0fbf31ff1eba54e7a5a52b7c5368f294,mercy_minus_claim,0.010657001442081758,1.9822756901214966,1.0657001442081757
C10_decay_clock,X,common_90d_endpoint_cohort,claimed_against,30,1,-0.004878778725447467,0.00045201735222814794,-10.793343886906776,3.700741775216503e-27,177143,158119,5409.802196675842,-0.48787787254474674,0.045201735222814794,0.03537727046503382,0.03049849173958635,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,mercy_received,30,1,0.004225065183494394,0.00282129584584628,1.4975619057160727,0.1342471103766122,5385,5262,5385.0,0.4225065183494394,0.282129584584628,0.039242986972791986,0.04346805215628639,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,pooled,30,1,-0.0003373152918008119,0.0014258395998354033,-0.236573098292228,0.8129879922702722,182528,162864,10794.802196675842,-0.03373152918008119,0.14258395998354031,0.03730568777319793,0.03696837248139712,False,,,,,,,,,,,,,,,
,X,common_90d_endpoint_cohort,mercy_minus_claim_adjusted,30,1,,0.002815250815527478,,7.275095594307229e-05,182528,162864,,,0.2815250815527478,,,False,C10_decay_mercy_minus_claim,-0.0003373152918008119,"{""mercy_minus_claim"":0.4988511972603129}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,2.6982126099578174,7,1.9604788797987194e-10,1.000148605977596,4ae330739016d6feae76e28858547ee108b2917365b3b791485ddd2588102a0c,mercy_minus_claim,0.011168395499759256,3.967104969177212,1.1168395499759256
C10_decay_clock,X,common_90d_endpoint_cohort,claimed_against,30,4,-0.003250248967894454,0.0012090636552025329,-2.6882364331346955,0.007183051668194724,6257,6203,194.4890120770268,-0.3250248967894454,0.12090636552025329,0.023562750157242622,0.020312501189348166,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,mercy_received,30,4,-0.009509643071286909,0.006550311130522149,-1.4517849430045104,0.14656141183110155,219,218,219.0,-0.9509643071286908,0.655031113052215,0.03341339026270533,0.023903747191418426,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,pooled,30,4,-0.006565469611260876,0.0035096014622743896,-1.8707165704809507,0.06138437678429419,6476,6419,413.4890120770268,-0.6565469611260876,0.35096014622743893,0.028780035550776756,0.022214565939515884,False,,,,,,,,,,,,,,,
,X,common_90d_endpoint_cohort,mercy_minus_claim_adjusted,30,4,,0.006710260939333954,,0.4828685812071578,6476,6419,,,0.6710260939333954,,,False,C10_decay_mercy_minus_claim,-0.006565469611260876,"{""mercy_minus_claim"":0.5296392252358173}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,0.45074159475428166,15,2.17046477536892e-10,1.0041880727665413,4fd59b58cfeed95c33c8661c68102e0b82befb7b81ee6a27d22252744585c7f4,mercy_minus_claim,-0.004708565270436582,-0.7016962995933722,-0.47085652704365816
C10_decay_clock,X,common_90d_endpoint_cohort,claimed_against,60,1,-0.004919556090438884,0.00037193381960962693,-13.226966280190211,6.1312574738543146e-40,251265,216317,7647.011302072513,-0.4919556090438884,0.037193381960962696,0.036446334640394346,0.03152677854995547,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,mercy_received,60,1,0.0010721595134578546,0.002268008689383292,0.47273166036651826,0.6364046357621997,7564,7330,7564.0,0.10721595134578546,0.22680086893832918,0.04149205757812315,0.042564217091581,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,pooled,60,1,-0.0019400476325298517,0.0011434080060495552,-1.6967238485872296,0.08974888169156232,258829,222731,15211.011302072515,-0.19400476325298516,0.11434080060495552,0.038955428055884776,0.03701538042335493,False,,,,,,,,,,,,,,,
,X,common_90d_endpoint_cohort,mercy_minus_claim_adjusted,60,1,,0.0022736768133222295,,0.0009150173648539763,258829,222731,,,0.22736768133222296,,,False,C10_decay_mercy_minus_claim,-0.0019400476325298517,"{""mercy_minus_claim"":0.49727134177918847}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,3.253137617122417,7,6.95367415609278e-11,1.0001049530941357,d2f760c6891b2364853453b008d034536450ad17fada02fb2633702ac76e0da0,mercy_minus_claim,0.007538219914477111,3.315431582144028,0.7538219914477111
C10_decay_clock,X,common_90d_endpoint_cohort,claimed_against,60,4,-0.0038468549211255762,0.0007332845359266149,-5.246060338998556,1.5538603094559578e-07,17305,17060,531.3078252059323,-0.38468549211255765,0.07332845359266149,0.025820672287890856,0.02197381736676528,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,mercy_received,60,4,-0.00621712583274986,0.0036606538631821285,-1.6983648454938716,0.08943892280662713,567,566,567.0,-0.621712583274986,0.36606538631821284,0.023898216226258553,0.017681090393508694,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,pooled,60,4,-0.005070504226036045,0.0019213897328104696,-2.6389774752357393,0.008315650587620342,17872,17620,1098.3078252059324,-0.5070504226036044,0.19213897328104695,0.02482820682244529,0.019757702596409243,False,,,,,,,,,,,,,,,
,X,common_90d_endpoint_cohort,mercy_minus_claim_adjusted,60,4,,0.003719947371207067,,0.6679731389956749,17872,17620,,,0.37199473712070674,,,False,C10_decay_mercy_minus_claim,-0.005070504226036045,"{""mercy_minus_claim"":0.5162487118706339}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,0.7923345225138783,11,9.629420990956761e-10,1.0015138303581597,20de0d7c85e5231c1aeca7d467ddd998072890ad1ac2ee7d5d561042f0c04cae,mercy_minus_claim,-0.001595602281762175,-0.42893141287760367,-0.1595602281762175
C10_decay_clock,X,common_90d_endpoint_cohort,claimed_against,90,1,-0.004904629979883227,0.00033877662481987173,-14.477474596988591,1.6816294880032311e-47,295118,249097,8962.02038401262,-0.4904629979883227,0.033877662481987175,0.03697409418315245,0.03206946420326923,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,mercy_received,90,1,0.0005974330049338303,0.0020240229261366378,0.2951710661075283,0.76786320370593,8899,8587,8899.0,0.059743300493383035,0.20240229261366377,0.0420176452052142,0.042615078210148025,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,pooled,90,1,-0.0021633051591740146,0.0010227613204810185,-2.1151612950679275,0.034416202509179754,304017,256457,17861.02038401262,-0.21633051591740146,0.10227613204810185,0.03948697192363707,0.03732366676446307,False,,,,,,,,,,,,,,,
,X,common_90d_endpoint_cohort,mercy_minus_claim_adjusted,90,1,,0.002029940156704807,,0.001023437191838684,304017,256457,,,0.20299401567048073,,,False,C10_decay_mercy_minus_claim,-0.0021633051591740146,"{""mercy_minus_claim"":0.4982358123260128}","[""z_exposure_eval_cp"",""z_exposure_eval_cp_squared"",""z_exposure_draw_payoff"",""z_exposure_draw_payoff_squared"",""z_exposure_win_premium"",""z_exposure_win_premium_squared"",""z_exposure_chooser_elo"",""z_exposure_chooser_elo_squared"",""z_exposure_recipient_elo"",""z_exposure_recipient_elo_squared"",""z_exposure_chooser_rd"",""z_exposure_chooser_rd_squared"",""z_exposure_recipient_rd"",""z_exposure_recipient_rd_squared"",""z_exposure_chooser_clock_s"",""z_exposure_chooser_clock_s_squared"",""z_exposure_recipient_clock_s"",""z_exposure_recipient_clock_s_squared"",""z_exposure_ply_count"",""z_exposure_ply_count_squared"",""z_exposure_material_advantage"",""z_exposure_material_advantage_squared"",""z_exposure_tc_base_s"",""z_exposure_tc_base_s_squared"",""z_exposure_tc_inc_s"",""z_exposure_tc_inc_s_squared""]","[""exposure_cell"",""exposure_month""]",27,3.4762406940193435,7,3.411775491753607e-11,1.0000894287671158,708652bd8be329bb51cb1191330dcad82dd1a5723ded2da254ce6e03ef844cbb,mercy_minus_claim,0.0066663302003623515,3.284003313271942,0.6666330200362351
C10_decay_clock,X,common_90d_endpoint_cohort,claimed_against,90,4,-0.0031405740318622907,0.0005627006755459849,-5.581251575386881,2.387939464849693e-08,28541,27960,870.9102681346322,-0.3140574031862291,0.05627006755459849,0.026331615641312717,0.023191041609450427,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,mercy_received,90,4,-0.0024927370322752884,0.0031701703688550046,-0.7863101165681546,0.43168582710106884,899,895,899.0,-0.24927370322752884,0.3170170368855005,0.02777727554276661,0.02528453851049132,False,,,,,,,,,,,,,,,
C10_decay_clock,X,common_90d_endpoint_cohort,pooled,90,4,-0.0028115147156278397,0.001633029739889262,-1.7216555503872772,0.08513193383139091,29440,28839,1769.9102681346324,-0.28115147156278397,0.1633029739889262,0.027065917416270378,0.02425440270064254,False,,,,,,,,,,,,,,,
