model,epistemic_label,analysis_role,status,reference_side,term,coefficient_probability_units,coefficient_percentage_points,standard_error_probability_units,standard_error_percentage_points,t_cluster,p_value_two_sided,rows_raw,rows_identifying,chooser_clusters,outcome_mean,elasticity_or_response_estimate,elasticity_or_response_se,elasticity_or_response_ci95_low,elasticity_or_response_ci95_high,causal_claim
X_reference_piecewise_chooser_fe_level_premium,X,exploratory_reference_schedule,ESTIMATED,,win_premium,0.00015331265612336816,0.015331265612336817,6.028314853512206e-06,0.0006028314853512205,25.43209169541724,1.114154541417926e-142,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_premium,X,exploratory_reference_schedule,ESTIMATED,,positive_draw_payoff,7.38737700462973e-05,0.00738737700462973,1.0743797549069168e-05,0.0010743797549069168,6.875945838415175,6.157989513118102e-12,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_premium,X,exploratory_reference_schedule,ESTIMATED,,negative_draw_payoff,9.398655214685575e-06,0.0009398655214685575,9.309037010316007e-06,0.0009309037010316007,1.0096270112870167,0.3126740234136149,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_premium,X,exploratory_reference_schedule,ESTIMATED,,draw_nonnegative,0.004413142662884173,0.4413142662884173,7.454485123659866e-05,0.0074544851236598665,59.201173383219384,0.0,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_premium,X,exploratory_reference_schedule,ESTIMATED,,log_win_premium,0.006449392781705447,0.6449392781705446,0.00015608638516535712,0.015608638516535713,41.319380770289435,0.0,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_cubic_premium,X,exploratory_reference_schedule,ESTIMATED,,positive_draw_payoff,9.977962943312241e-05,0.00997796294331224,1.2942751812463015e-05,0.0012942751812463015,7.709305631360498,1.2650412805773608e-14,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_cubic_premium,X,exploratory_reference_schedule,ESTIMATED,,negative_draw_payoff,3.6382001176249695e-05,0.0036382001176249695,1.1385517129692877e-05,0.0011385517129692876,3.195463215400836,0.0013960657776628446,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_cubic_premium,X,exploratory_reference_schedule,ESTIMATED,,draw_nonnegative,0.004416374706187988,0.4416374706187988,7.455714867641294e-05,0.0074557148676412935,59.23475863267773,0.0,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_cubic_premium,X,exploratory_reference_schedule,ESTIMATED,,log_win_premium_z,0.004519037682697978,0.45190376826979783,0.00013591851557347251,0.013591851557347252,33.24813888402978,2.1717431770963355e-242,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_cubic_premium,X,exploratory_reference_schedule,ESTIMATED,,log_win_premium_z2,-0.00036658254591123013,-0.03665825459112301,9.743044623014637e-05,0.009743044623014637,-3.762505049451413,0.00016821991090152378,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_log_cubic_premium,X,exploratory_reference_schedule,ESTIMATED,,log_win_premium_z3,9.736865289875114e-06,0.0009736865289875114,1.745829549851197e-05,0.0017458295498511969,0.5577214162003972,0.5770346311783434,17328130,16444544,1801942,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,positive_draw_payoff,0.00010909237010515204,0.010909237010515204,1.1508912620396596e-05,0.0011508912620396595,9.478946769637803,2.568625035413813e-21,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,negative_draw_payoff,5.13398725699199e-05,0.00513398725699199,9.852785547329018e-06,0.0009852785547329018,5.210696236440219,1.881332675141944e-07,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,draw_nonnegative,0.004073209767287536,0.4073209767287536,7.430894014461108e-05,0.007430894014461108,54.81453186333633,0.0,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,z_engine_eval_cp,0.03363207669138865,3.3632076691388653,0.0002857227460766683,0.028572274607666828,117.70878291350357,0.0,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,z_chooser_rd,0.000995377533050628,0.09953775330506279,0.00015665189028513058,0.01566518902851306,6.354072914402037,2.0968736229171865e-10,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,z_opponent_rd,0.0004499940018918628,0.04499940018918628,5.865957249181778e-05,0.005865957249181778,7.671279942495846,1.7028843165945103e-14,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,z_log_chooser_clock,-0.00525409994777885,-0.525409994777885,0.00010416951333902012,0.010416951333902013,-50.437981126775156,0.0,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,z_log_opponent_clock,0.011798804221094184,1.1798804221094183,0.00011513692988700183,0.011513692988700183,102.47627961483614,0.0,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,log_opponent_clock_missing,0.008131662608243304,0.8131662608243304,0.008277996953114429,0.8277996953114428,0.9823224935090041,0.32594099647420033,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,engine_eval_z2,-0.004039493181002543,-0.40394931810025425,3.708805676888927e-05,0.003708805676888927,-108.9162801430731,0.0,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,tournament,-0.015025326529225782,-1.5025326529225782,0.0003146948695010315,0.031469486950103154,-47.745699041898526,0.0,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,month_trend_z,-0.0008723296348600965,-0.08723296348600965,5.335660415344677e-05,0.005335660415344677,-16.34904710860886,4.4183532525195477e-60,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,month_trend_z2,-0.00024334337297383243,-0.024334337297383244,5.035118647632158e-05,0.005035118647632158,-4.83292232027677,1.3454329552787432e-06,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,speed_1,-0.03224866316921138,-3.224866316921138,0.01236429514449062,1.236429514449062,-2.608208781200196,0.009101742144712478,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,speed_2,-0.039454741796344006,-3.9454741796344006,0.012369040973676325,1.2369040973676324,-3.1897979706196473,0.0014237228443328754,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,speed_3,-0.0470907858832923,-4.70907858832923,0.012372774368621097,1.2372774368621098,-3.80600053636478,0.00014123207582040503,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_chooser_fe_premium20_fe_adjusted,X,exploratory_reference_schedule,ESTIMATED,,speed_4,-0.05499307295129818,-5.499307295129818,0.01239597382492642,1.239597382492642,-4.436365688407269,9.149037454413096e-06,17328130,16444550,1801945,0.028114401265456803,,,,,False
X_reference_piecewise_abs_le_0p5_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0016948010293945288,0.16948010293945287,0.00048725998926289527,0.048725998926289524,3.4782273667869728,0.0005047415961259821,8025008,7452210,1081003,0.025925581631818934,,,,,False
X_reference_piecewise_abs_le_0p5_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.005904940584132894,-0.5904940584132894,0.0004970280681685787,0.04970280681685787,-11.880497224012096,1.4947556822456843e-32,8025008,7452210,1081003,0.025925581631818934,,,,,False
X_reference_piecewise_abs_le_0p5_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0006709541825819657,0.06709541825819657,0.0001789749626628474,0.01789749626628474,3.7488717561344465,0.00017763188355646075,8025008,7452210,1081003,0.025925581631818934,,,,,False
X_reference_piecewise_abs_le_0p5_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,win_premium,0.00027240537829340466,0.027240537829340467,2.752118095653199e-05,0.002752118095653199,9.898026495434632,4.2457023302145014e-23,8025008,7452210,1081003,0.025925581631818934,,,,,False
X_reference_piecewise_abs_le_0p5_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0007522488501296928,0.07522488501296928,0.0004947264775785554,0.04947264775785554,1.520534849502262,0.12837660693374908,8025008,7452105,1080953,0.025925581631818934,,,,,False
X_reference_piecewise_abs_le_0p5_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.006850319955068183,-0.6850319955068183,0.0005042311854262314,0.05042311854262314,-13.585672907711059,4.8703515155899e-42,8025008,7452105,1080953,0.025925581631818934,,,,,False
X_reference_piecewise_abs_le_0p5_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0006629262643780215,0.06629262643780215,0.00017897968457977588,0.017897968457977587,3.70391905614594,0.0002122940232111035,8025008,7452105,1080953,0.025925581631818934,,,,,False
X_reference_piecewise_abs_le_1_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0017882529860682825,0.17882529860682825,0.00020862650620799726,0.020862650620799728,8.571552189468308,1.0209942781568747e-17,11937702,11342044,1342525,0.026118343379655483,,,,,False
X_reference_piecewise_abs_le_1_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.0036971315954660387,-0.3697131595466039,0.00020616558768275878,0.020616558768275877,-17.932825924155054,6.537101498337771e-72,11937702,11342044,1342525,0.026118343379655483,,,,,False
X_reference_piecewise_abs_le_1_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0010819926845171135,0.10819926845171135,0.00013456999809179993,0.013456999809179993,8.040370809688264,8.956701636900071e-16,11937702,11342044,1342525,0.026118343379655483,,,,,False
X_reference_piecewise_abs_le_1_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,win_premium,0.0002896734435381555,0.02896734435381555,2.062435029376141e-05,0.002062435029376141,14.045215457079287,8.241734847684544e-45,11937702,11342044,1342525,0.026118343379655483,,,,,False
X_reference_piecewise_abs_le_1_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.000821845672696153,0.0821845672696153,0.00021971124043116598,0.0219711240431166,3.740571811816936,0.0001836020779765039,11937702,11341984,1342496,0.026118343379655483,,,,,False
X_reference_piecewise_abs_le_1_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.0046307261142364935,-0.46307261142364936,0.00021749418195100896,0.021749418195100897,-21.291264311978583,1.3678759853338558e-100,11937702,11341984,1342496,0.026118343379655483,,,,,False
X_reference_piecewise_abs_le_1_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0010850867222144608,0.10850867222144608,0.0001345833543085193,0.013458335430851929,8.06256262365853,7.471145032598325e-16,11937702,11341984,1342496,0.026118343379655483,,,,,False
X_reference_piecewise_abs_le_2_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0021664686654066343,0.21664686654066342,0.00010956249123177241,0.010956249123177242,19.77381712527519,5.004261356489061e-87,15152264,14522888,1543402,0.026584014111686545,,,,,False
X_reference_piecewise_abs_le_2_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.0023926697241042315,-0.23926697241042316,0.00010351511010383164,0.010351511010383164,-23.114207401260025,3.332248204708316e-118,15152264,14522888,1543402,0.026584014111686545,,,,,False
X_reference_piecewise_abs_le_2_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0014196062859802025,0.14196062859802025,0.0001097725063226291,0.010977250632262911,12.932257206625856,2.959992517368404e-38,15152264,14522888,1543402,0.026584014111686545,,,,,False
X_reference_piecewise_abs_le_2_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,win_premium,0.0002816137740649393,0.02816137740649393,1.5653553084540515e-05,0.0015653553084540516,17.990405918964285,2.3165475779669397e-72,15152264,14522888,1543402,0.026584014111686545,,,,,False
X_reference_piecewise_abs_le_2_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0014709775922893513,0.14709775922893514,0.0001160495398050626,0.01160495398050626,12.675428052194487,8.091576159386659e-37,15152264,14522842,1543380,0.026584014111686545,,,,,False
X_reference_piecewise_abs_le_2_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.0030421564754976463,-0.30421564754976466,0.00010989555751325953,0.010989555751325953,-27.682251624508048,1.142118152626278e-168,15152264,14522842,1543380,0.026584014111686545,,,,,False
X_reference_piecewise_abs_le_2_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0014329962929529958,0.14329962929529957,0.00010978191184331776,0.010978191184331776,13.053118395298013,6.099854468099854e-39,15152264,14522842,1543380,0.026584014111686545,,,,,False
X_reference_piecewise_abs_le_4_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0021580026303271794,0.21580026303271793,8.497928735199996e-05,0.008497928735199996,25.394454314359365,2.90391945367469e-142,16320242,15635959,1660819,0.027085627774392072,,,,,False
X_reference_piecewise_abs_le_4_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.0011558428597745682,-0.11558428597745682,7.826357658267362e-05,0.007826357658267362,-14.768592367531213,2.33539663490956e-49,16320242,15635959,1660819,0.027085627774392072,,,,,False
X_reference_piecewise_abs_le_4_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.00203670984026319,0.203670984026319,0.00010097978627675818,0.010097978627675818,20.169480599623387,1.8153519322598042e-90,16320242,15635959,1660819,0.027085627774392072,,,,,False
X_reference_piecewise_abs_le_4_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,win_premium,0.0002483893209937467,0.02483893209937467,1.2358329748325251e-05,0.0012358329748325251,20.098939424027535,7.538752150374567e-90,16320242,15635959,1660819,0.027085627774392072,,,,,False
X_reference_piecewise_abs_le_4_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0015699608895806873,0.15699608895806874,8.875569533831609e-05,0.008875569533831609,17.68856503908128,5.1366919483212765e-70,16320242,15635915,1660798,0.027085627774392072,,,,,False
X_reference_piecewise_abs_le_4_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.001701755120375039,-0.17017551203750392,8.16957544688039e-05,0.00816957544688039,-20.830398488147463,2.295434344349555e-96,16320242,15635915,1660798,0.027085627774392072,,,,,False
X_reference_piecewise_abs_le_4_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0020504370076285736,0.20504370076285736,0.00010099129803522128,0.010099129803522127,20.3031057875251,1.2070924798963958e-91,16320242,15635915,1660798,0.027085627774392072,,,,,False
X_reference_piecewise_abs_le_6_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0018828921215549986,0.18828921215549987,7.359383047684747e-05,0.007359383047684747,25.584918047544136,2.245484615391713e-144,16706384,15987680,1706584,0.02727232894922085,,,,,False
X_reference_piecewise_abs_le_6_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.000768654066321334,-0.0768654066321334,6.487271885094585e-05,0.006487271885094585,-11.84864886097073,2.1868835096613313e-32,16706384,15987680,1706584,0.02727232894922085,,,,,False
X_reference_piecewise_abs_le_6_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.0024281615713618023,0.24281615713618024,9.575439083985319e-05,0.009575439083985319,25.35822691852159,7.292185550828113e-142,16706384,15987680,1706584,0.02727232894922085,,,,,False
X_reference_piecewise_abs_le_6_chooser_fe_level_premium,X,exploratory_local_reference_schedule,ESTIMATED,,win_premium,0.0002287121654164679,0.02287121654164679,1.0807992938217227e-05,0.0010807992938217227,21.161391085641647,2.1673330061696104e-99,16706384,15987680,1706584,0.02727232894922085,,,,,False
X_reference_piecewise_abs_le_6_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,positive_draw_payoff,0.0013805888146238114,0.13805888146238116,7.617367370586108e-05,0.0076173673705861086,18.124225174629906,2.052134492605596e-73,16706384,15987640,1706565,0.02727232894922085,,,,,False
X_reference_piecewise_abs_le_6_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,negative_draw_payoff,-0.00122508923929431,-0.122508923929431,6.706786197621838e-05,0.0067067861976218375,-18.266412603531553,1.5319660572751563e-74,16706384,15987640,1706565,0.02727232894922085,,,,,False
X_reference_piecewise_abs_le_6_chooser_fe_premium20_fe,X,exploratory_local_reference_schedule,ESTIMATED,,draw_nonnegative,0.002446520655054114,0.2446520655054114,9.577191159087596e-05,0.009577191159087596,25.54528373105158,6.194874663737294e-144,16706384,15987640,1706565,0.02727232894922085,,,,,False
X_zero_crossing_w0p5_chooser_fe_level_premium,X,exploratory_matched_reference_window,ESTIMATED,,above_cutoff,0.0023340933286295973,0.23340933286295973,9.965102336776786e-05,0.009965102336776785,23.42267294150599,2.5110024032241957e-121,8025008,7452210,1081003,0.025925581631818934,,,,,False
X_zero_crossing_w0p5_chooser_fe_level_premium,X,exploratory_matched_reference_window,ESTIMATED,,win_premium,0.0002698179220903043,0.02698179220903043,2.752066505903034e-05,0.002752066505903034,9.804193376561193,1.0800645776140777e-22,8025008,7452210,1081003,0.025925581631818934,,,,,False
X_primary_zero_crossing_w0p5_chooser_fe_premium20_fe,X,exploratory_matched_reference_window,ESTIMATED,,above_cutoff,0.0023378667231355333,0.23378667231355332,9.965373753841431e-05,0.009965373753841432,23.459900058784424,1.0475437553131757e-121,8025008,7416921,1063850,0.025925581631818934,,,,,False
X_zero_donut_w0p5_d0p1_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,above_cutoff,0.0028260697422314283,0.28260697422314285,0.00012072001810591265,0.012072001810591265,23.410116951374217,3.3710771690933416e-121,5790522,5222277,914163,0.025838775847842388,,,,,False
X_zero_donut_w0p5_d0p1_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,win_premium,0.0004668885461230353,0.04668885461230353,4.3393754027138866e-05,0.004339375402713887,10.75934904896771,5.354706454337893e-27,5790522,5222277,914163,0.025838775847842388,,,,,False
X_zero_donut_w0p5_d0p25_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,above_cutoff,0.0031081644517380377,0.31081644517380375,0.00017217086752119995,0.017217086752119994,18.05278962978635,7.500489593851915e-73,3222025,2677787,625593,0.025878756372157263,,,,,False
X_zero_donut_w0p5_d0p25_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,win_premium,0.00045232124512079583,0.045232124512079586,6.232139886076615e-05,0.006232139886076615,7.257880172608744,3.932036345704489e-13,3222025,2677787,625593,0.025878756372157263,,,,,False
X_zero_crossing_w1_chooser_fe_level_premium,X,exploratory_matched_reference_window,ESTIMATED,,above_cutoff,0.003164239130527496,0.3164239130527496,8.24334945493695e-05,0.00824334945493695,38.385357163676105,2.3e-322,11937702,11342044,1342525,0.026118343379655483,,,,,False
X_zero_crossing_w1_chooser_fe_level_premium,X,exploratory_matched_reference_window,ESTIMATED,,win_premium,0.0002857434496370251,0.028574344963702508,2.061980163974651e-05,0.002061980163974651,13.857720584771728,1.1424487545494096e-43,11937702,11342044,1342525,0.026118343379655483,,,,,False
X_zero_crossing_w1_chooser_fe_premium20_fe,X,exploratory_matched_reference_window,ESTIMATED,,above_cutoff,0.0031679379547459273,0.31679379547459274,8.243475698344548e-05,0.008243475698344549,38.42963903420145,4.4e-323,11937702,11299941,1322073,0.026118343379655483,,,,,False
X_zero_donut_w1_d0p1_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,above_cutoff,0.0036438188613976416,0.3643818861397642,9.303437494772871e-05,0.009303437494772871,39.166371176728155,0.0,9703216,9103576,1234088,0.02611093064402565,,,,,False
X_zero_donut_w1_d0p1_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,win_premium,0.0003851049830206055,0.03851049830206055,2.6294052545478347e-05,0.0026294052545478347,14.646087070622745,1.427005159014974e-48,9703216,9103576,1234088,0.02611093064402565,,,,,False
X_zero_donut_w1_d0p25_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,above_cutoff,0.004140580706305452,0.4140580706305452,0.00011147414540051846,0.011147414540051847,37.143865884135266,5.50687977228543e-302,7134719,6527103,1065570,0.026226961426231363,,,,,False
X_zero_donut_w1_d0p25_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,win_premium,0.0003870207941014989,0.03870207941014989,3.0440574052605117e-05,0.0030440574052605115,12.713978173758438,4.945316904054733e-37,7134719,6527103,1065570,0.026226961426231363,,,,,False
X_zero_donut_w1_d0p5_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,above_cutoff,0.004714593913172177,0.4714593913172177,0.00015992795236312426,0.015992795236312425,29.479486503194014,5.275413744609828e-191,3912694,3314124,741952,0.026513701301456236,,,,,False
X_zero_donut_w1_d0p5_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,win_premium,0.0003670947398201312,0.03670947398201312,4.139208419859038e-05,0.004139208419859038,8.868718425940791,7.39925113693798e-19,3912694,3314124,741952,0.026513701301456236,,,,,False
X_zero_crossing_w2_chooser_fe_level_premium,X,exploratory_matched_reference_window,ESTIMATED,,above_cutoff,0.004085116329859592,0.40851163298595916,7.55112510169179e-05,0.007551125101691789,54.09943915436315,0.0,15152264,14522888,1543402,0.026584014111686545,,,,,False
X_zero_crossing_w2_chooser_fe_level_premium,X,exploratory_matched_reference_window,ESTIMATED,,win_premium,0.00027807572147260765,0.027807572147260765,1.5633414105843303e-05,0.0015633414105843302,17.78726768125916,8.870094691925894e-71,15152264,14522888,1543402,0.026584014111686545,,,,,False
X_zero_crossing_w2_chooser_fe_premium20_fe,X,exploratory_matched_reference_window,ESTIMATED,,above_cutoff,0.004085775318348255,0.4085775318348255,7.550663777510103e-05,0.007550663777510103,54.11147203399347,0.0,15152264,14469658,1517674,0.026584014111686545,,,,,False
X_zero_donut_w2_d0p1_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,above_cutoff,0.00459325731161783,0.45932573116178305,8.321323075929575e-05,0.008321323075929575,55.19864172687127,0.0,12917778,12281624,1461427,0.02665899661691043,,,,,False
X_zero_donut_w2_d0p1_chooser_fe_level_premium,X,exploratory_reference_donut_grid,ESTIMATED,,win_premium,0.0003327339415639063,0.033273394156390634,1.810647112118487e-05,0.0018106471121184869,18.376520711128638,2.02550786594975e-75,12917778,12281624,1461427,0.02665899661691043,,,,,False
